pet_sale_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_6945,2014-08-17 00:00:00,2015-10-01 14:57:00,0.0,Cream,0.29,37.32,0,1,1,2
ANSL_46842,2014-02-14 00:00:00,2017-03-07 15:00:00,1.0,White,0.54,47.77,0,7,0,2
ANSL_31997,2014-10-20 00:00:00,2016-11-09 19:16:00,1.0,Yellow,0.35,29.27,0,7,0,2
ANSL_8652,2015-08-08 00:00:00,2015-10-16 18:11:00,2.0,Black,0.38,22.29,13,9,0,1
ANSL_22640,2014-04-10 00:00:00,2016-05-10 12:47:00,2.0,White,0.56,34.92,0,7,0,2
ANSL_40775,2018-08-25 00:00:00,2018-11-22 18:16:00,1.0,Black,0.94,28.87,0,1,0,1
ANSL_7596,2013-06-13 00:00:00,2015-07-04 12:12:00,,Black,0.33,12.0,18,4,2,1
ANSL_17583,2013-12-22 00:00:00,2015-02-25 13:33:00,0.0,Brown Brindle,0.75,17.29,0,1,1,2
ANSL_24691,2014-05-29 00:00:00,2016-06-28 11:37:00,0.0,White,0.73,19.77,0,7,1,2
ANSL_5469,2011-05-09 00:00:00,2015-06-19 13:29:00,0.0,Apricot,0.86,22.34,13,9,1,2
ANSL_22254,2015-08-11 00:00:00,2015-11-13 17:42:00,0.0,Blue Tabby,0.88,20.61,0,1,1,1
ANSL_12754,2015-10-24 00:00:00,2015-12-15 09:38:00,,Brown,0.33,48.5,0,3,2,4
ANSL_47510,2016-07-16 00:00:00,2016-10-29 13:48:00,0.0,Cream Tabby,0.12,18.77,7,1,1,1
ANSL_21107,2014-10-17 00:00:00,2015-01-11 17:18:00,0.0,Black,0.73,30.21,0,1,1,2
ANSL_11347,2014-11-17 00:00:00,2015-05-09 15:32:00,,Brown Tabby,0.09,27.12,16,9,2,1
ANSL_19780,2014-10-31 00:00:00,2015-02-20 18:13:00,1.0,Orange Tabby,0.08,38.63,0,1,0,1
ANSL_31870,2017-11-21 00:00:00,2018-03-10 18:14:00,1.0,Blue Tabby,0.03,35.73,0,1,0,1
ANSL_25049,2015-12-14 00:00:00,2016-06-11 17:36:00,0.0,Brown,0.85,17.27,0,1,1,2
ANSL_42134,2016-06-26 00:00:00,2016-09-16 13:51:00,2.0,Tortie,0.89,31.06,0,1,1,1
ANSL_1841,2015-08-07 00:00:00,2015-11-23 17:34:00,1.0,Tricolor,0.23,6.54,0,1,0,2
ANSL_46363,2016-09-19 00:00:00,2017-02-11 12:30:00,0.0,Black,0.12,41.24,0,7,1,2
ANSL_42967,2015-12-10 00:00:00,2018-03-10 12:53:00,0.0,Brown Brindle,0.41,25.14,0,1,1,2
ANSL_46781,2016-11-15 00:00:00,2017-12-08 09:03:00,,Gray,0.16,49.7,15,4,2,4
ANSL_33449,2016-04-19 00:00:00,2017-05-24 14:11:00,0.0,Brown,0.98,43.92,0,1,1,2
ANSL_40996,2017-04-05 00:00:00,2018-04-27 16:01:00,2.0,Tricolor,0.57,40.85,13,9,0,4
ANSL_29415,2015-02-10 00:00:00,2017-03-26 11:50:00,1.0,Seal Point,0.45,17.04,0,1,0,1
ANSL_46474,2017-06-26 00:00:00,2017-08-01 16:19:00,,White,0.29,27.42,13,9,2,1
ANSL_12972,2015-09-04 00:00:00,2015-11-28 15:34:00,2.0,White,0.6,27.18,13,9,0,2
ANSL_45210,2017-11-26 00:00:00,2018-12-29 12:04:00,2.0,Brown,0.6,27.36,0,7,0,2
ANSL_41585,2018-07-27 00:00:00,2019-02-05 18:53:00,1.0,Tan,0.34,17.49,0,1,0,2
ANSL_14973,2014-12-29 00:00:00,2015-04-22 14:10:00,2.0,Buff,0.23,7.0,13,9,1,2
ANSL_34712,2017-12-20 00:00:00,2019-01-17 13:25:00,1.0,Brown,0.61,43.09,0,1,0,2
ANSL_15993,2011-10-24 00:00:00,2015-11-28 17:42:00,0.0,Tan,0.93,36.74,0,1,1,2
ANSL_31501,2016-10-07 00:00:00,2017-12-25 15:48:00,0.0,Tan,0.47,17.76,13,9,1,2
ANSL_531,2015-09-27 00:00:00,2015-12-18 15:23:00,1.0,Brown Tabby,0.33,43.02,7,1,0,1
ANSL_16873,2009-08-10 00:00:00,2015-09-08 17:32:00,1.0,Brown,0.61,22.24,13,9,0,2
ANSL_18678,2013-05-14 00:00:00,2015-06-05 15:10:00,2.0,Black,0.67,20.17,16,9,0,1
ANSL_17232,2015-08-17 00:00:00,2015-12-28 14:58:00,1.0,Black,0.18,19.28,13,9,0,1
ANSL_44423,2017-08-15 00:00:00,2019-04-01 10:58:00,0.0,Brown Tabby,0.77,11.61,7,1,1,1
ANSL_49271,2017-10-29 00:00:00,2018-11-27 10:30:00,2.0,Brown Tabby,0.12,26.21,13,9,1,1
ANSL_13774,2014-07-05 00:00:00,2015-04-25 18:56:00,2.0,Black,0.92,43.85,0,7,0,2
ANSL_2712,2015-01-17 00:00:00,2015-12-22 18:12:00,0.0,Brown Brindle,0.15,38.86,0,1,1,2
ANSL_18808,2014-06-23 00:00:00,2015-07-18 18:31:00,1.0,White,0.69,7.06,0,1,0,2
ANSL_32269,2015-05-05 00:00:00,2016-11-25 11:10:00,1.0,Tan,0.19,40.04,0,7,0,2
ANSL_138,2014-09-29 00:00:00,2015-06-29 16:17:00,2.0,White,0.12,27.51,0,7,0,2
ANSL_26715,2017-10-25 00:00:00,2018-03-20 15:34:00,0.0,Blue Tabby,0.62,48.0,0,1,1,1
ANSL_21341,2011-06-25 00:00:00,2015-10-13 15:36:00,1.0,Black,0.16,32.01,0,7,0,2
ANSL_39462,2017-09-18 00:00:00,2018-10-26 11:19:00,1.0,Black,0.43,40.97,13,9,0,1
ANSL_5069,2015-04-13 00:00:00,2016-01-16 11:17:00,1.0,Tricolor,0.52,30.07,13,9,0,2
ANSL_28774,2016-07-07 00:00:00,2016-08-24 18:49:00,,Brown Tabby,0.78,36.03,13,9,2,1
ANSL_9533,2014-10-10 00:00:00,2015-01-22 16:30:00,0.0,Black,0.59,24.67,0,1,1,1
ANSL_46787,2015-08-23 00:00:00,2017-04-20 14:53:00,1.0,Black,0.01,45.44,0,1,0,1
ANSL_485,2014-03-08 00:00:00,2016-03-29 11:46:00,1.0,White,0.35,47.0,13,9,0,2
ANSL_5780,2015-07-25 00:00:00,2015-12-11 17:07:00,1.0,Red,0.57,17.04,0,1,0,2
ANSL_19980,2015-03-03 00:00:00,2015-07-08 15:06:00,1.0,Orange Tabby,0.37,16.64,16,9,0,1
ANSL_13696,2014-07-22 00:00:00,2015-04-26 14:19:00,1.0,Blue Tabby,0.09,41.84,16,9,0,1
ANSL_45552,2017-02-22 00:00:00,2018-03-16 17:15:00,0.0,Tan,0.99,37.36,0,1,1,2
ANSL_43538,2018-04-24 00:00:00,2019-02-22 17:22:00,1.0,Brown Brindle,0.75,22.91,0,1,0,2
ANSL_7966,2008-08-29 00:00:00,2015-12-10 16:21:00,1.0,Black,0.54,15.9,0,7,0,2
ANSL_29221,2017-01-02 00:00:00,2018-02-02 00:00:00,1.0,Brown,0.58,7.33,13,9,0,2
ANSL_1801,2015-05-21 00:00:00,2015-08-14 18:11:00,0.0,Black Brindle,0.89,26.7,0,7,1,2
ANSL_33294,2017-03-20 00:00:00,2018-05-21 12:39:00,0.0,Blue,0.66,21.25,0,1,1,4
ANSL_3415,2014-06-21 00:00:00,2015-01-11 18:54:00,0.0,Blue Tabby,0.91,19.85,0,1,1,1
ANSL_29248,2017-06-09 00:00:00,2017-08-30 16:57:00,1.0,Orange Tabby,0.56,16.61,0,1,0,1
ANSL_17007,2011-01-14 00:00:00,2016-02-17 17:34:00,2.0,Red,0.28,38.28,4,4,0,2
ANSL_26573,2015-03-20 00:00:00,2018-04-18 18:44:00,0.0,White,0.49,45.36,0,1,1,2
ANSL_16647,2012-02-17 00:00:00,2015-03-08 12:19:00,1.0,White,0.68,17.73,13,9,0,2
ANSL_25104,2015-01-18 00:00:00,2016-04-14 14:01:00,1.0,Brown Brindle,0.66,33.08,0,1,0,2
ANSL_6234,2010-04-11 00:00:00,2015-11-10 16:16:00,1.0,White,0.74,19.96,0,1,0,2
ANSL_39337,2016-02-26 00:00:00,2017-09-20 10:13:00,2.0,Brown,0.12,33.38,0,7,0,2
ANSL_14216,2011-03-22 00:00:00,2015-04-18 18:08:00,0.0,Blue,0.63,35.31,0,1,1,1
ANSL_4414,2012-05-13 00:00:00,2015-05-05 18:04:00,0.0,White,0.4,36.6,0,1,1,2
ANSL_15171,2009-01-31 00:00:00,2015-03-09 13:46:00,0.0,Brown,0.18,29.14,0,1,1,2
ANSL_18982,2011-01-29 00:00:00,2015-03-02 11:33:00,2.0,Tan,0.94,5.33,0,7,0,2
ANSL_46775,2018-07-21 00:00:00,2018-11-04 09:23:00,1.0,Brown Tabby,0.61,26.71,7,1,0,1
ANSL_35313,2017-05-13 00:00:00,2018-04-13 18:33:00,0.0,White,0.32,25.64,0,1,1,2
ANSL_16467,2014-08-17 00:00:00,2015-01-17 13:09:00,1.0,Yellow,0.77,29.02,13,9,0,2
ANSL_26787,2014-07-10 00:00:00,2016-09-05 17:17:00,1.0,Brown Tabby,0.08,36.02,13,9,0,1
ANSL_28192,2017-07-02 00:00:00,2017-10-19 20:05:00,1.0,Black,0.12,20.1,7,1,0,1
ANSL_20900,2014-10-26 00:00:00,2015-01-23 19:10:00,1.0,Black,0.23,20.68,0,1,0,1
ANSL_2139,2015-12-13 00:00:00,2016-02-28 15:33:00,2.0,Black,0.39,22.0,13,9,1,2
ANSL_15432,2014-12-09 00:00:00,2016-01-06 14:37:00,0.0,White,0.49,38.27,0,1,1,2
ANSL_16814,2005-03-20 00:00:00,2015-04-08 18:30:00,2.0,Calico,0.34,45.7,18,4,1,1
ANSL_12739,2013-05-09 00:00:00,2015-07-24 15:59:00,0.0,Red,0.51,29.46,1,4,1,2
ANSL_23530,2006-04-24 00:00:00,2016-05-18 17:55:00,0.0,Brown,0.98,45.66,13,9,1,2
ANSL_33122,2017-05-03 00:00:00,2017-08-23 12:52:00,2.0,White,0.16,42.91,13,9,1,2
ANSL_16752,2014-05-15 00:00:00,2015-06-05 09:20:00,,Brown,0.74,32.91,15,4,2,4
ANSL_25376,2015-04-02 00:00:00,2016-04-27 18:00:00,1.0,Black,0.09,20.34,0,1,0,2
ANSL_43041,2015-07-13 00:00:00,2016-08-13 12:03:00,1.0,Brown,0.14,17.29,0,1,0,2
ANSL_11803,2014-07-05 00:00:00,2015-07-29 13:34:00,1.0,Orange Tabby,0.84,34.78,0,7,0,1
ANSL_19530,2015-12-13 00:00:00,2016-03-10 18:22:00,0.0,Black,0.83,12.98,0,1,1,1
ANSL_9121,2014-12-22 00:00:00,2015-03-29 19:01:00,1.0,Buff,0.62,14.19,0,7,0,2
ANSL_48880,2017-03-25 00:00:00,2018-10-31 19:03:00,0.0,White,0.05,21.53,0,8,1,2
ANSL_45733,2014-12-15 00:00:00,2017-01-07 10:44:00,,Brown,0.81,34.46,15,4,2,4
ANSL_49438,2017-07-04 00:00:00,2017-10-09 00:00:00,0.0,Black,0.2,22.32,0,1,1,1
ANSL_8495,2015-11-26 00:00:00,2016-02-16 17:55:00,2.0,Tortie,0.0,18.63,18,4,1,1
ANSL_47928,2018-08-21 00:00:00,2019-03-04 08:24:00,1.0,Blue,0.93,34.81,7,1,0,1
ANSL_17985,2014-08-03 00:00:00,2016-01-09 13:25:00,1.0,Brown,0.24,15.3,0,1,0,2
ANSL_15318,2015-01-01 00:00:00,2016-02-05 12:42:00,0.0,White,0.3,43.74,0,1,1,2
ANSL_17645,2014-10-14 00:00:00,2015-02-01 18:19:00,0.0,Brown Tabby,0.01,31.31,0,1,1,1
ANSL_10689,2015-06-07 00:00:00,2015-08-24 15:07:00,2.0,Black,0.53,49.93,13,9,0,1
ANSL_29702,2017-10-20 00:00:00,2018-11-11 07:56:00,,Brown,0.88,28.38,15,4,2,4
ANSL_29108,2016-10-15 00:00:00,2017-01-23 07:52:00,1.0,Blue Merle,0.14,5.81,7,1,0,2
ANSL_45156,2016-07-21 00:00:00,2016-09-17 13:32:00,2.0,Black,0.95,35.8,13,9,1,1
ANSL_10380,2013-02-28 00:00:00,2015-04-15 15:11:00,2.0,White,0.53,27.9,13,9,1,2
ANSL_13755,2015-02-09 00:00:00,2015-06-05 17:29:00,0.0,Tan,0.15,8.5,0,1,1,2
ANSL_11245,2010-06-09 00:00:00,2015-07-02 13:31:00,,Cream Tabby,0.6,9.65,16,9,2,1
ANSL_13381,2011-10-08 00:00:00,2015-12-13 12:25:00,0.0,Black,0.82,46.45,1,4,1,2
ANSL_31746,2016-01-04 00:00:00,2017-04-05 17:25:00,0.0,Black,0.48,42.04,0,1,1,2
ANSL_40340,2010-08-25 00:00:00,2017-05-19 14:53:00,0.0,Black,0.89,18.83,0,7,1,2
ANSL_35807,2016-01-26 00:00:00,2017-02-16 17:40:00,1.0,Brown,0.55,33.48,0,7,0,2
ANSL_2526,2012-01-03 00:00:00,2015-01-25 17:43:00,1.0,Sable,0.38,23.59,0,7,0,2
ANSL_18282,2014-02-06 00:00:00,2015-03-04 11:32:00,0.0,Tricolor,0.24,38.57,13,9,1,2
ANSL_19677,2015-05-22 00:00:00,2016-01-03 14:39:00,,Brown,0.32,9.42,0,6,2,4
ANSL_10628,2011-01-15 00:00:00,2015-02-10 17:31:00,0.0,Black,0.87,11.44,0,1,1,2
ANSL_688,2001-01-27 00:00:00,2016-02-17 15:51:00,0.0,Brown Tabby,0.62,41.72,18,4,1,1
ANSL_37593,2016-03-18 00:00:00,2016-09-13 12:03:00,1.0,Brown,0.24,34.11,13,9,0,2
ANSL_38024,2015-08-25 00:00:00,2016-09-16 09:00:00,2.0,Blue,0.79,42.23,16,9,1,1
ANSL_16416,2014-04-23 00:00:00,2015-05-13 17:20:00,0.0,White,0.48,18.81,0,7,1,2
ANSL_30821,2016-06-02 00:00:00,2017-06-28 17:16:00,0.0,Black,0.22,21.88,0,1,1,2
ANSL_8268,2006-12-18 00:00:00,2015-01-12 13:49:00,0.0,Tortie,0.43,22.91,0,7,1,1
ANSL_6782,2015-10-28 00:00:00,2015-12-10 14:39:00,2.0,Blue Tabby,0.71,21.63,13,9,0,1
ANSL_20483,2005-04-20 00:00:00,2015-05-10 16:37:00,1.0,Gold,0.56,39.89,0,7,0,2
ANSL_1457,2014-08-05 00:00:00,2015-08-30 18:35:00,1.0,Brown,0.4,5.86,0,1,0,2
ANSL_47642,2017-05-26 00:00:00,2017-09-03 12:53:00,1.0,Black,0.72,48.29,7,1,0,1
ANSL_35379,2015-02-04 00:00:00,2017-02-26 17:37:00,1.0,Brown,0.67,12.03,0,7,0,2
ANSL_1036,2012-01-31 00:00:00,2015-03-21 11:11:00,0.0,White,0.97,26.65,7,1,1,2
ANSL_18882,2014-02-18 00:00:00,2015-02-16 16:42:00,1.0,Tan,0.11,20.34,0,7,0,2
ANSL_18598,2015-03-21 00:00:00,2015-07-15 13:59:00,2.0,Brown,0.94,28.73,13,9,1,2
ANSL_47434,2014-07-29 00:00:00,2016-12-19 17:23:00,1.0,Black,0.99,34.71,0,1,0,2
ANSL_1927,2013-01-04 00:00:00,2015-02-07 14:55:00,1.0,White,0.77,11.55,1,4,0,2
ANSL_45722,2017-11-25 00:00:00,2018-01-15 19:33:00,2.0,Black,0.65,16.65,13,9,0,1
ANSL_25407,2012-03-14 00:00:00,2016-04-16 14:56:00,1.0,Tricolor,0.53,34.98,1,4,0,2
ANSL_44427,2014-05-25 00:00:00,2016-09-06 00:00:00,2.0,Yellow,0.23,38.72,13,9,1,2
ANSL_32288,2014-05-06 00:00:00,2018-05-31 17:59:00,1.0,Tan,0.73,49.19,0,1,0,2
ANSL_18010,2010-12-27 00:00:00,2015-01-19 13:58:00,2.0,Black,0.99,45.24,18,4,0,1
ANSL_20670,2014-02-02 00:00:00,2016-03-20 16:21:00,2.0,Brown Brindle,0.31,40.43,13,9,0,2
ANSL_14474,2014-08-14 00:00:00,2015-03-11 11:36:00,2.0,Black,0.97,37.71,9,2,1,2
ANSL_34237,2017-07-07 00:00:00,2018-07-27 15:19:00,2.0,Brown Tabby,0.63,40.48,13,9,0,1
ANSL_29483,2016-10-19 00:00:00,2018-11-08 19:46:00,2.0,Chocolate,0.51,15.27,0,7,0,2
ANSL_2430,2013-02-03 00:00:00,2015-03-05 12:36:00,0.0,Black,0.93,44.36,0,1,1,2
ANSL_10235,2015-10-25 00:00:00,2016-01-03 14:59:00,2.0,Black,0.67,49.2,13,9,0,1
ANSL_23218,2014-03-20 00:00:00,2016-04-12 16:57:00,0.0,White,0.02,5.01,0,1,1,2
ANSL_6121,2015-07-28 00:00:00,2015-09-09 14:38:00,2.0,Black,0.11,20.01,13,9,0,1
ANSL_13465,2011-03-25 00:00:00,2015-04-26 16:23:00,2.0,White,0.65,30.9,13,9,1,1
ANSL_19943,2013-01-17 00:00:00,2015-03-04 18:28:00,2.0,Brown,0.78,48.21,1,4,0,2
ANSL_3173,2015-02-05 00:00:00,2016-03-01 17:25:00,1.0,Black,0.83,28.8,0,7,0,2
ANSL_25517,2014-12-08 00:00:00,2016-07-14 14:06:00,0.0,Brown,0.77,6.88,13,9,1,2
ANSL_42342,2015-05-30 00:00:00,2016-07-18 13:19:00,1.0,Red Merle,0.36,7.29,0,1,0,2
ANSL_9870,2015-10-08 00:00:00,2016-01-19 15:37:00,1.0,Lynx Point,0.67,43.7,0,1,0,1
ANSL_36,2015-10-25 00:00:00,2015-12-07 16:27:00,2.0,Black,0.17,14.21,13,9,0,1
ANSL_20981,2005-10-29 00:00:00,2015-11-22 11:03:00,0.0,Black,0.71,11.1,18,4,1,2
ANSL_23777,2013-02-14 00:00:00,2016-04-09 13:11:00,1.0,White,0.4,32.0,0,1,0,2
ANSL_30047,2016-04-01 00:00:00,2018-04-23 14:08:00,1.0,Brown,0.64,18.89,0,7,0,2
ANSL_33480,2016-05-21 00:00:00,2017-06-30 18:23:00,2.0,Black,0.59,39.33,1,4,0,2
ANSL_44120,2016-11-25 00:00:00,2017-08-25 17:55:00,1.0,White,0.46,20.39,0,1,0,2
ANSL_30286,2016-11-01 00:00:00,2019-02-11 18:56:00,0.0,Orange Tabby,0.41,45.99,0,1,1,1
ANSL_16090,2010-12-03 00:00:00,2015-07-23 15:13:00,0.0,Calico,0.43,48.81,0,1,1,1
ANSL_30406,2005-08-25 00:00:00,2018-10-06 16:17:00,2.0,Brown,0.99,43.26,0,1,1,2
ANSL_30832,2018-03-05 00:00:00,2019-03-24 11:13:00,1.0,Black,0.46,26.82,0,7,0,2
ANSL_11445,2007-07-01 00:00:00,2015-07-28 11:26:00,2.0,Sable,0.24,24.16,13,9,0,2
ANSL_6361,2014-12-03 00:00:00,2015-02-19 17:18:00,1.0,Black,0.23,34.86,0,1,0,2
ANSL_20196,2014-12-10 00:00:00,2016-01-03 17:17:00,1.0,White,0.61,36.84,0,1,0,2
ANSL_25186,2015-05-30 00:00:00,2016-06-24 17:33:00,1.0,Brown,0.89,39.67,0,1,0,2
ANSL_6416,2014-09-11 00:00:00,2015-10-29 16:03:00,0.0,White,0.89,22.91,0,1,1,2
ANSL_35904,2006-11-09 00:00:00,2016-12-08 15:54:00,0.0,Tortie,0.15,11.87,0,1,1,1
ANSL_34037,2015-02-10 00:00:00,2017-03-22 16:21:00,0.0,Brown,0.22,8.29,0,1,1,2
ANSL_15552,2014-02-28 00:00:00,2015-03-20 12:25:00,1.0,White,0.7,10.86,13,9,0,2
ANSL_46786,2008-06-12 00:00:00,2016-07-28 14:54:00,0.0,Black,0.8,23.97,0,1,1,1
ANSL_25146,2010-12-01 00:00:00,2016-04-18 14:12:00,0.0,Black,0.89,35.33,13,9,1,2
ANSL_11490,2012-03-30 00:00:00,2015-09-03 07:29:00,0.0,Black,0.87,48.1,8,5,1,2
ANSL_1848,2013-08-10 00:00:00,2015-11-08 11:15:00,2.0,Brown,0.38,26.83,0,7,1,2
ANSL_2726,2011-01-24 00:00:00,2016-02-21 11:08:00,0.0,Black,0.18,9.02,13,9,1,2
ANSL_12998,2015-02-10 00:00:00,2016-03-07 12:11:00,0.0,Tan,0.61,34.68,13,9,1,2
ANSL_14674,2010-09-05 00:00:00,2015-10-02 16:46:00,2.0,Brown,0.68,10.64,4,4,1,2
ANSL_38939,2016-12-18 00:00:00,2018-01-08 10:24:00,,Brown,0.21,29.88,15,4,2,4
ANSL_28977,2016-11-11 00:00:00,2018-01-16 21:48:00,1.0,Brown,0.45,32.75,0,1,0,2
ANSL_19220,2015-07-23 00:00:00,2015-11-30 09:00:00,2.0,Black,0.54,36.54,16,9,0,1
ANSL_31693,2017-11-13 00:00:00,2017-12-11 19:12:00,2.0,Black,0.59,31.67,13,9,1,1
ANSL_48015,2016-04-12 00:00:00,2017-05-09 18:52:00,1.0,Brown Tabby,0.81,15.34,16,9,0,1
ANSL_18408,2015-07-28 00:00:00,2015-11-19 09:00:00,2.0,Brown Tabby,0.67,25.7,16,9,1,1
ANSL_8887,2014-05-24 00:00:00,2015-12-24 11:54:00,0.0,White,0.94,20.98,0,7,1,2
ANSL_19431,2015-12-12 00:00:00,2016-03-17 17:45:00,0.0,Brown Tabby,0.96,6.77,0,1,1,1
ANSL_19420,2012-08-23 00:00:00,2015-09-13 18:53:00,1.0,Black,0.03,40.95,0,7,0,2
ANSL_5474,2013-01-06 00:00:00,2015-02-03 13:14:00,0.0,Gold,0.16,22.53,0,1,1,2
ANSL_3427,2014-02-14 00:00:00,2015-06-21 17:46:00,1.0,Brown,0.62,36.44,0,1,0,2
ANSL_9842,2010-06-25 00:00:00,2015-07-24 17:00:00,1.0,Black,0.83,11.04,0,7,0,2
ANSL_39235,2015-03-03 00:00:00,2017-03-27 18:07:00,0.0,White,0.81,41.45,0,1,1,2
ANSL_42094,2005-09-08 00:00:00,2017-09-30 00:00:00,1.0,Black,0.7,7.61,13,9,0,1
ANSL_19150,2014-09-08 00:00:00,2015-03-18 14:31:00,0.0,Black,0.16,48.93,13,9,1,1
ANSL_33241,2000-05-10 00:00:00,2018-05-30 14:56:00,0.0,Torbie,0.66,45.21,0,7,1,1
ANSL_13996,2014-01-03 00:00:00,2015-01-24 15:03:00,2.0,Brown,0.45,7.2,13,9,1,2
ANSL_36558,2016-03-21 00:00:00,2018-12-09 11:25:00,1.0,Brown Brindle,0.78,17.88,0,7,0,2
ANSL_3085,2013-06-19 00:00:00,2015-07-15 12:31:00,0.0,Yellow,0.63,49.13,12,1,1,2
ANSL_26383,2007-04-11 00:00:00,2016-05-14 17:46:00,0.0,Black,0.84,46.45,0,7,1,1
ANSL_7586,2003-09-09 00:00:00,2015-10-11 11:44:00,1.0,Brown,0.03,17.91,13,9,0,2
ANSL_34089,2017-12-24 00:00:00,2019-01-25 18:09:00,1.0,Black,0.28,26.96,0,7,0,2
ANSL_33748,2015-05-04 00:00:00,2017-05-31 14:56:00,1.0,White,0.36,26.35,0,1,0,2
ANSL_2303,2015-07-06 00:00:00,2015-10-22 19:56:00,0.0,Brown Tabby,0.59,23.22,0,1,1,1
ANSL_38444,2016-01-20 00:00:00,2018-02-10 16:46:00,2.0,Blue,0.05,21.16,0,7,1,2
ANSL_45066,2015-05-23 00:00:00,2017-06-19 18:57:00,0.0,White,0.19,48.17,16,9,1,1
ANSL_17486,2006-08-21 00:00:00,2015-11-15 11:15:00,0.0,White,0.32,38.58,0,7,1,1
ANSL_12350,2015-01-24 00:00:00,2015-02-14 15:01:00,2.0,White,0.98,7.26,13,9,1,2
ANSL_39156,2017-06-18 00:00:00,2017-07-23 12:34:00,,Calico,0.01,31.58,13,9,2,1
ANSL_44513,2016-10-01 00:00:00,2017-08-19 00:00:00,0.0,Red,0.51,23.23,0,1,1,2
ANSL_3871,2007-01-01 00:00:00,2015-02-05 11:22:00,0.0,Black,0.17,44.7,13,9,1,1
ANSL_24971,2016-03-20 00:00:00,2016-06-13 16:52:00,0.0,Sable,0.31,39.12,7,1,1,2
ANSL_18336,2011-09-19 00:00:00,2015-09-13 11:47:00,1.0,Black,0.47,46.5,0,1,0,2
ANSL_46253,2015-06-09 00:00:00,2018-07-01 09:00:00,1.0,Cream Tabby,0.18,29.73,16,9,0,1
ANSL_3673,2015-08-31 00:00:00,2015-12-10 17:50:00,0.0,Black,0.15,12.93,7,1,1,1
ANSL_16142,2014-03-25 00:00:00,2015-04-21 15:02:00,0.0,Tortie,0.13,49.73,0,1,1,1
ANSL_26386,2007-11-14 00:00:00,2016-04-22 11:32:00,1.0,Chocolate,0.12,32.14,1,4,0,2
ANSL_32505,2010-02-12 00:00:00,2018-03-26 11:09:00,0.0,Brown,0.39,17.06,0,7,1,2
ANSL_17603,2015-07-11 00:00:00,2015-10-02 16:13:00,2.0,Red,0.08,19.48,13,9,0,2
ANSL_48397,2016-10-29 00:00:00,2017-02-19 13:59:00,1.0,Black,0.2,6.55,0,1,0,1
ANSL_12536,2014-11-28 00:00:00,2015-08-18 10:19:00,,Black,0.64,15.28,15,4,2,4
ANSL_21664,2014-01-06 00:00:00,2015-01-28 18:54:00,0.0,Tan,0.01,33.09,0,7,1,2
ANSL_4144,2008-01-05 00:00:00,2015-09-08 17:23:00,1.0,Red,0.38,35.99,0,7,0,2
ANSL_26375,2015-03-01 00:00:00,2016-04-14 18:09:00,1.0,Blue Tiger,0.06,19.89,0,1,0,2
ANSL_39271,2016-03-05 00:00:00,2017-04-09 12:46:00,2.0,Tortie,0.97,23.96,18,4,1,1
ANSL_14359,2014-05-30 00:00:00,2015-06-25 13:31:00,1.0,Brown Brindle,0.77,27.22,13,9,0,2
ANSL_28772,2017-01-10 00:00:00,2018-07-07 15:44:00,2.0,Brown Brindle,0.5,29.81,13,9,0,2
ANSL_37982,2016-06-16 00:00:00,2016-10-11 18:46:00,0.0,Brown,0.42,44.18,0,1,1,2
ANSL_12382,2015-09-02 00:00:00,2016-01-27 17:27:00,0.0,Tricolor,0.69,42.87,13,9,1,2
ANSL_37034,2017-05-07 00:00:00,2017-09-27 17:24:00,2.0,Black,0.54,27.5,15,4,1,4
ANSL_22633,2012-11-05 00:00:00,2016-05-28 11:28:00,1.0,Gray,0.75,12.69,13,9,0,2
ANSL_34105,2017-07-06 00:00:00,2017-12-19 10:53:00,0.0,Black,0.82,19.81,8,5,1,1
ANSL_48138,2017-04-06 00:00:00,2018-05-02 17:13:00,1.0,Tan,0.7,12.65,0,1,0,2
ANSL_4351,2014-07-02 00:00:00,2015-07-28 15:00:00,0.0,Torbie,0.03,13.88,0,1,1,1
ANSL_24170,2011-04-03 00:00:00,2016-04-24 13:37:00,0.0,Brown,0.57,10.34,13,9,1,2
ANSL_6210,2013-03-13 00:00:00,2015-04-04 12:14:00,2.0,White,0.31,44.73,1,4,0,2
ANSL_38113,2015-09-26 00:00:00,2017-10-16 19:34:00,1.0,Chocolate,0.61,7.78,0,7,0,2
ANSL_47472,2016-07-25 00:00:00,2016-10-19 20:23:00,1.0,Blue Tabby,0.74,40.51,0,1,0,1
ANSL_614,2011-11-07 00:00:00,2016-02-04 17:15:00,1.0,Black,0.56,33.99,0,7,0,2
ANSL_5853,2013-10-07 00:00:00,2015-05-01 13:15:00,1.0,Brown Tabby,0.65,15.15,13,9,0,1
ANSL_26183,2015-06-20 00:00:00,2016-07-12 16:28:00,0.0,Black,0.44,20.76,0,7,1,2
ANSL_39701,2017-04-11 00:00:00,2017-05-09 18:49:00,2.0,Brown Tabby,0.29,29.61,13,9,0,1
ANSL_45624,2018-11-30 00:00:00,2019-03-22 16:27:00,1.0,White,0.25,7.66,0,1,0,2
ANSL_29553,2018-05-28 00:00:00,2019-02-21 19:12:00,,Orange Tabby,0.32,19.54,17,9,2,1
ANSL_17058,2012-08-30 00:00:00,2015-10-10 16:17:00,0.0,White,0.46,37.14,13,9,1,2
